ID,journal,issue,authors,title,other reference notes,article reference,in ISI Web of Science? (Y/N),How many merged citation records?,WoS Cited by how many?,COMMENTS,Dropbox filenames (for multiple files or multiple citations)
12,Biostatistics,July 2005 6 (3),"Anne-Mette K. Hein, Sylvia Richardson, Helen C. Causton, Graeme K. Ambler, and Peter J. Green",BGX: a fully Bayesian integrated approach to the analysis of Affymetrix GeneChip data,Biostat (July 2005) 6(3): 349-373 doi:10.1093/biostatistics/kxi016,"Anne-Mette K. Hein, Sylvia Richardson, Helen C. Causton, Graeme K. Ambler, and Peter J. Green. BGX: a fully Bayesian integrated approach to the analysis of Affymetrix GeneChip data. Biostatistics. July 2005 6 (3)",y,1,21
13,Biostatistics,July 2005 6 (3),"M. Fiocco, H. Putter, and J. C. van Houwelingen",Reduced rank proportional hazards model for competing risks,"Biostat (July 2005) 6(3): 465-478 doi:10.1093/biostatistics/kxi022
","M. Fiocco, H. Putter, and J. C. van Houwelingen. Reduced rank proportional hazards model for competing risks. Biostatistics. July 2005 6 (3)",y,1,8
14,Biostatistics,October 2005 6 (4),Lars Ängquist and Ola Hössjer,Improving the calculation of statistical significance in genome-wide scans,"Biostat (October 2005) 6(4): 520-538 doi:10.1093/biostatistics/kxi025
",Lars Ängquist and Ola Hössjer. Improving the calculation of statistical significance in genome-wide scans. Biostatistics. October 2005 6 (4),y,1,3
15,Biostatistics,October 2005 6 (4),R. Mcnamee,Optimal design and efficiency of two-phase case–control studies with error-prone and error-free exposure measures,Biostat (October 2005) 6(4): 590-603 doi:10.1093/biostatistics/kxi029,R. Mcnamee. Optimal design and efficiency of two-phase case–control studies with error-prone and error-free exposure measures. Biostatistics. October 2005 6 (4),y,1,3
,,,,,,. . . 
16,Journal of Money Credit and Banking,February 2005 37 (1),"K. Alec Chrystal and Paul Mizen
","A Dynamic Model of Money, Credit, and Consumption: A Joint Model for the UK Household Sector",pp. 119-144,"K. Alec Chrystal and Paul Mizen
. A Dynamic Model of Money, Credit, and Consumption: A Joint Model for the UK Household Sector. Journal of Money Credit and Banking. February 2005 37 (1)",y,1,1
17,Journal of Money Credit and Banking,April 2005 37 (2),Glenn D. Rudebusch,"Assessing the Lucas Critique in Monetary Policy Models
",pp. 245-272,"Glenn D. Rudebusch. Assessing the Lucas Critique in Monetary Policy Models
. Journal of Money Credit and Banking. April 2005 37 (2)",y,1,24
18,Journal of Money Credit and Banking,April 2005 37 (2),"Mikael Apel, Richard Friberg, and Kerstin Hallsten
",Microfoundations of Macroeconomic Price Adjustment: Survey Evidence from Swedish Firms	,pp. 313-338,"Mikael Apel, Richard Friberg, and Kerstin Hallsten
. Microfoundations of Macroeconomic Price Adjustment: Survey Evidence from Swedish Firms	. Journal of Money Credit and Banking. April 2005 37 (2)",y,1,10
19,Journal of Money Credit and Banking,April 2005 37 (2),"Dogan Tirtiroglu, Kenneth N. Daniels, and Ercan Tirtiroglu ","Deregulation, Intensity of Competition, Industry Evolution, and the Productivity Growth of U.S. Commercial Banks ","pp. 339-362
","Dogan Tirtiroglu, Kenneth N. Daniels, and Ercan Tirtiroglu . Deregulation, Intensity of Competition, Industry Evolution, and the Productivity Growth of U.S. Commercial Banks . Journal of Money Credit and Banking. April 2005 37 (2)",y,1,1
20,Journal of Money Credit and Banking,June 2005 37 (3),"Lucio Sarno, Daniel L. Thornton, and Giorgio Valente, ",Federal Funds Rate Prediction ,"pp. 449-472

","Lucio Sarno, Daniel L. Thornton, and Giorgio Valente, . Federal Funds Rate Prediction . Journal of Money Credit and Banking. June 2005 37 (3)",y,1,5
21,Journal of Money Credit and Banking,June 2005 37 (3),"Michael W. McCracken and Stephen G. Sapp, 
",Evaluating the Predictability of Exchange Rates Using Long-Horizon Regressions: Mind Your p's and q's! ,pp. 473-494,"Michael W. McCracken and Stephen G. Sapp, 
. Evaluating the Predictability of Exchange Rates Using Long-Horizon Regressions: Mind Your p's and q's! . Journal of Money Credit and Banking. June 2005 37 (3)",y,1,4
22,Journal of Money Credit and Banking,June 2005 37 (3),Jan J.J. Groen, Exchange Rate Predictability and Monetary Fundamentals in a Small Multi-Country Panel ,"pp. 495-516
",Jan J.J. Groen.  Exchange Rate Predictability and Monetary Fundamentals in a Small Multi-Country Panel . Journal of Money Credit and Banking. June 2005 37 (3),y,1,4
23,Journal of Money Credit and Banking,June 2005 37 (3),Ray Yeutien Chou ,Forecasting Financial Volatilities with Extreme Values: The Conditional Autoregressive Range (CARR) Model ,pp. 561-582,Ray Yeutien Chou . Forecasting Financial Volatilities with Extreme Values: The Conditional Autoregressive Range (CARR) Model . Journal of Money Credit and Banking. June 2005 37 (3),y,1,23
24,Journal of Money Credit and Banking,August 2005 37 (4),Ellen E. Meade and D. Nathan Sheets,Regional Influences on FOMC Voting Patterns,pp. 661-678,Ellen E. Meade and D. Nathan Sheets. Regional Influences on FOMC Voting Patterns. Journal of Money Credit and Banking. August 2005 37 (4),y,1,15
25,Journal of Money Credit and Banking,August 2005 37 (4),Alan C. Hess and Avraham Kamara,Conditional Time-Varying Interest Rate Risk Premium: Evidence from the Treasury Bill Futures Market,pp. 679,Alan C. Hess and Avraham Kamara. Conditional Time-Varying Interest Rate Risk Premium: Evidence from the Treasury Bill Futures Market. Journal of Money Credit and Banking. August 2005 37 (4),y,1,2
26,Journal of Money Credit and Banking,August 2005 37 (4),"Huw Lloyd-Ellis, Shiqiang Zhan, and Xiaodong Zhu",Tax Smoothing with Stochastic Interest Rates: A Reassessment of Clinton's Fiscal Legacy,pp. 699-724,"Huw Lloyd-Ellis, Shiqiang Zhan, and Xiaodong Zhu. Tax Smoothing with Stochastic Interest Rates: A Reassessment of Clinton's Fiscal Legacy. Journal of Money Credit and Banking. August 2005 37 (4)",y,1,1
27,Journal of Money Credit and Banking,August 2005 37 (4),Michael M. Hutchison and Ilan Noy,How Bad Are Twins? Output Costs of urrency and Banking Crises,"pp. 725-752
",Michael M. Hutchison and Ilan Noy. How Bad Are Twins? Output Costs of urrency and Banking Crises. Journal of Money Credit and Banking. August 2005 37 (4),y,1,17
28,Journal of Money Credit and Banking,August 2005 37 (4),"Ali Anari, James Kolari, and Joseph Mason",Bank Asset Liquidation and the Propagation of the U.S. Grat Depression,pp. 753-774,"Ali Anari, James Kolari, and Joseph Mason. Bank Asset Liquidation and the Propagation of the U.S. Grat Depression. Journal of Money Credit and Banking. August 2005 37 (4)",y,1,8
29,Journal of Money Credit and Banking,October 2005 37 (5),Alan S. Blinder and John Morgan,Are Two Heads Better Than One? Monetary Policy by Committee,pp. 789-812,Alan S. Blinder and John Morgan. Are Two Heads Better Than One? Monetary Policy by Committee. Journal of Money Credit and Banking. October 2005 37 (5),y,1,33
30,Journal of Money Credit and Banking,October 2005 37 (5),Ming Chien Lo and Jeremy Piger,Is the Response of Output to Monetary Policy Asymmetric? Evidence from a Regime-Switching Coefficients Model,pp. 865-886,Ming Chien Lo and Jeremy Piger. Is the Response of Output to Monetary Policy Asymmetric? Evidence from a Regime-Switching Coefficients Model. Journal of Money Credit and Banking. October 2005 37 (5),y,1,5
31,Journal of Money Credit and Banking,October 2005 37 (5),David E. Rapach and Mark E. Wohar,Regime Changes in International Real Interest Rates: Are They a Monetary Phenomenon?, pp. 887-906,David E. Rapach and Mark E. Wohar. Regime Changes in International Real Interest Rates: Are They a Monetary Phenomenon?. Journal of Money Credit and Banking. October 2005 37 (5),y,1,20
32,Journal of Money Credit and Banking,December 2005 37 (6),Katherine S. Neiss and Edward Nelson,"Inflation Dynamics, Marginal Cost, and the Output Gap: Evidence from Three Countries",pp. 1019-1045,"Katherine S. Neiss and Edward Nelson. Inflation Dynamics, Marginal Cost, and the Output Gap: Evidence from Three Countries. Journal of Money Credit and Banking. December 2005 37 (6)",y,1,8
,,,,,,. . . 
33,Systematic Biology,February 2005 54 (1),"A. P. Vogler, A. Cardoso, T. G. Barraclough
","Exploring rate variation among and within sites in a densely sampled species tree: species level phylogenetics of North American tiger beetles (genus Cicindela)
",,"A. P. Vogler, A. Cardoso, T. G. Barraclough
. Exploring rate variation among and within sites in a densely sampled species tree: species level phylogenetics of North American tiger beetles (genus Cicindela)
. Systematic Biology. February 2005 54 (1)",y,1,16
34,Systematic Biology,February 2005 54 (1),"Y.M. Yuan, S. Wolhauser, M. Möller, J. Klackenberg, M.W. Callmaander, P. Küpfer
","Phylogeny and biogeography of Exacum (Gentianaceae): a disjunctive distribution in the Indian Oceaan basin resulting from long distance dispersal and extensive radiation
",,"Y.M. Yuan, S. Wolhauser, M. Möller, J. Klackenberg, M.W. Callmaander, P. Küpfer
. Phylogeny and biogeography of Exacum (Gentianaceae): a disjunctive distribution in the Indian Oceaan basin resulting from long distance dispersal and extensive radiation
. Systematic Biology. February 2005 54 (1)",y,1,34
35,Systematic Biology,February 2005 54 (1),"K. G. McCracken and M. D. Sorenson
","Is homoplasy or lineage sorting the source of incongruent mtDNA and nuclear gene trees in the Stiff-Tailed Ducks (Nomonyx-Oxyura)
",,"K. G. McCracken and M. D. Sorenson
. Is homoplasy or lineage sorting the source of incongruent mtDNA and nuclear gene trees in the Stiff-Tailed Ducks (Nomonyx-Oxyura)
. Systematic Biology. February 2005 54 (1)",y,1,54
36,Systematic Biology,February 2005 54 (1),"R. C. Winkworeth, D. Bryant, P. J. Lockhart, D. Havell, and V. Moulton","Biogeographic interpretation of splits graphs: least squares optimisation of branch lengths
",,"R. C. Winkworeth, D. Bryant, P. J. Lockhart, D. Havell, and V. Moulton. Biogeographic interpretation of splits graphs: least squares optimisation of branch lengths
. Systematic Biology. February 2005 54 (1)",y,1,17
37,Systematic Biology,February 2005 54 (1),"T. Sasaki, M. Nikaido, H. Hamilton, M. Goto, H. Kato, N. Kanda, L. A. Pastene, Y. Cao, R. E. Fordyce, M. Hasegawa, and N. Okada
",Mitochondrial phylogenetics and evolution of mysticete whales,,"T. Sasaki, M. Nikaido, H. Hamilton, M. Goto, H. Kato, N. Kanda, L. A. Pastene, Y. Cao, R. E. Fordyce, M. Hasegawa, and N. Okada
. Mitochondrial phylogenetics and evolution of mysticete whales. Systematic Biology. February 2005 54 (1)",y,1,46
38,Systematic Biology,February 2005 54 (1),"K. Roelants and F. Bossuyt
","Archaeobactrachian paraphyly and Pangaean diversification of crown-group frogs
",,"K. Roelants and F. Bossuyt
. Archaeobactrachian paraphyly and Pangaean diversification of crown-group frogs
. Systematic Biology. February 2005 54 (1)",y,1,58
39,Systematic Biology,April 2005 54(2) ,"JEROME C. REGIER, ULRICH PAUKSTADT, LAELA H. PAUKSTADT, CHARLES MITTER, RICHARD S. PEIGLER",Phylogenetics of Eggshell Morphogenesis in Antheraea (Lepidoptera: Saturniidae): Unique Origin and Repeated Reduction of the Aeropyle Crown,"doi:10.1080/10635150590923281
","JEROME C. REGIER, ULRICH PAUKSTADT, LAELA H. PAUKSTADT, CHARLES MITTER, RICHARD S. PEIGLER. Phylogenetics of Eggshell Morphogenesis in Antheraea (Lepidoptera: Saturniidae): Unique Origin and Repeated Reduction of the Aeropyle Crown. Systematic Biology. April 2005 54(2) ",y,1,5
40,Systematic Biology,June 2005 54(3),"Matthew C. Brandley, Andreas Schmitz, Tod W. Reeder
","Partitioned Bayesian Analyses, Partition Choice, and the Phylogenetic Relationships of Scincid Lizards
","doi: 10.1080/10635150590946808
","Matthew C. Brandley, Andreas Schmitz, Tod W. Reeder
. Partitioned Bayesian Analyses, Partition Choice, and the Phylogenetic Relationships of Scincid Lizards
. Systematic Biology. June 2005 54(3)",y,1,269
41,Systematic Biology,June 2005 54(3),"Peng Zhang, Hui Zhou, Yue-Qin Chen, Yi-Fei Liu, Liang-Hu Qu
","Mitogenomic Perspectives on the Origin and Phylogeny of Living Amphibians
","doi:10.1080/10635150590945278
","Peng Zhang, Hui Zhou, Yue-Qin Chen, Yi-Fei Liu, Liang-Hu Qu
. Mitogenomic Perspectives on the Origin and Phylogeny of Living Amphibians
. Systematic Biology. June 2005 54(3)",y,1,44
42,Systematic Biology,June 2005 54(3),"Ziheng Yang and Bruce Rannala
","Branch-Length Prior Influences Bayesian Posterior Probability of Phylogeny
","doi:10.1080/10635150590945313
","Ziheng Yang and Bruce Rannala
. Branch-Length Prior Influences Bayesian Posterior Probability of Phylogeny
. Systematic Biology. June 2005 54(3)",y,1,72
43,Systematic Biology,"54(3) August 2005
",Robert V. Hill,"Integration of Morphological Data Sets for Phylogenetic Analysis of Amniota: The Importance of Integumentary Characters and Increased Taxonomic Sampling
","doi:10.1080/10635150590950326
","Robert V. Hill. Integration of Morphological Data Sets for Phylogenetic Analysis of Amniota: The Importance of Integumentary Characters and Increased Taxonomic Sampling
. Systematic Biology. 54(3) August 2005
",y,1,48
44,Systematic Biology,"54(3) August 2005
","Matt Lavin, Patrick S. Herendeen, Martin F. Wojciechowski","Evolutionary Rates Analysis of Leguminosae Implicates a Rapid Diversification of Lineages during the Tertiary
","Syst Biol (2005) 54 (4): 575-594.
doi:10.1080/10635150590947131
","Matt Lavin, Patrick S. Herendeen, Martin F. Wojciechowski. Evolutionary Rates Analysis of Leguminosae Implicates a Rapid Diversification of Lineages during the Tertiary
. Systematic Biology. 54(3) August 2005
",y,1,120
45,Systematic Biology,"54(3) August 2005
","Martyn Kennedy, Barbara R. Holland, Russell D. Gray, Hamish G. Spencer
","Untangling Long Branches: Identifying Conflicting Phylogenetic Signals Using Spectral Analysis, Neighbor-Net, and Consensus Networks
","doi:10.1080/106351591007462
","Martyn Kennedy, Barbara R. Holland, Russell D. Gray, Hamish G. Spencer
. Untangling Long Branches: Identifying Conflicting Phylogenetic Signals Using Spectral Analysis, Neighbor-Net, and Consensus Networks
. Systematic Biology. 54(3) August 2005
",y,1,24
46,Systematic Biology,"54(3) August 2005
","Regina L. Cunha, Rita Castilho, Lukas Rüber, Rafael Zardoya
","Patterns of Cladogenesis in the Venomous Marine Gastropod Genus Conus from the Cape Verde Islands
","doi:10.1080/106351591007471
","Regina L. Cunha, Rita Castilho, Lukas Rüber, Rafael Zardoya
. Patterns of Cladogenesis in the Venomous Marine Gastropod Genus Conus from the Cape Verde Islands
. Systematic Biology. 54(3) August 2005
",y,1,9
47,Systematic Biology,"54(3) August 2005
",Dennis V. Lavrov and B. Franz Lang,"Poriferan mtDNA and Animal Phylogeny Based on Mitochondrial Gene Arrangements 
","doi:10.1080/10635150500221044
","Dennis V. Lavrov and B. Franz Lang. Poriferan mtDNA and Animal Phylogeny Based on Mitochondrial Gene Arrangements 
. Systematic Biology. 54(3) August 2005
",y,1,32
48,Systematic Biology,October 2005 54(5) ,"Alexandra H. Wortley, Paula J. Rudall, David J. Harris, Robert W. Scotland
","How Much Data are Needed to Resolve a Difficult Phylogeny? Case Study in Lamiales 
","doi:10.1080/10635150500221028
","Alexandra H. Wortley, Paula J. Rudall, David J. Harris, Robert W. Scotland
. How Much Data are Needed to Resolve a Difficult Phylogeny? Case Study in Lamiales 
. Systematic Biology. October 2005 54(5) ",y,2,3
49,Systematic Biology,October 2005 54(5) ,"Tine Huyse and Filip A. M. Volckaert
","Comparing Host and Parasite Phylogenies: Gyrodactylus Flatworms Jumping from Goby to Goby 
","doi:10.1080/10635150500221036
","Tine Huyse and Filip A. M. Volckaert
. Comparing Host and Parasite Phylogenies: Gyrodactylus Flatworms Jumping from Goby to Goby 
. Systematic Biology. October 2005 54(5) ",y,1,19
50,Systematic Biology,October 2005 54(5) ,"Céline Poux, Ole Madsen, Elisabeth Marquard, David R. Vieites, Wilfried W. de Jong, Miguel Vences","Asynchronous Colonization of Madagascar by the Four Endemic Clades of Primates, Tenrecs, Carnivores, and Rodents as Inferred from Nuclear Genes 
","Syst Biol (2005) 54 (5): 719-730.
doi:10.1080/10635150500234534
","Céline Poux, Ole Madsen, Elisabeth Marquard, David R. Vieites, Wilfried W. de Jong, Miguel Vences. Asynchronous Colonization of Madagascar by the Four Endemic Clades of Primates, Tenrecs, Carnivores, and Rodents as Inferred from Nuclear Genes 
. Systematic Biology. October 2005 54(5) ",n
51,Systematic Biology,October 2005 54(5) ,"Henner Brinkmann, Mark van der Giezen, Yan Zhou, Gaëtan Poncelin de Raucourt, Hervé Philippe
","An Empirical Assessment of Long-Branch Attraction Artefacts in Deep Eukaryotic Phylogenomics 
","doi:10.1080/10635150500234609
","Henner Brinkmann, Mark van der Giezen, Yan Zhou, Gaëtan Poncelin de Raucourt, Hervé Philippe
. An Empirical Assessment of Long-Branch Attraction Artefacts in Deep Eukaryotic Phylogenomics 
. Systematic Biology. October 2005 54(5) ",y,1,1
52,Systematic Biology,October 2005 54(5) ,"David W. Weisrock, Luke J. Harmon, Allan Larson","
Resolving Deep Phylogenetic Relationships in Salamanders: Analyses of Mitochondrial and Nuclear Genomic Data
","Syst Biol (2005) 54 (5): 758-777.
doi:10.1080/10635150500234641
","David W. Weisrock, Luke J. Harmon, Allan Larson. 
Resolving Deep Phylogenetic Relationships in Salamanders: Analyses of Mitochondrial and Nuclear Genomic Data
. Systematic Biology. October 2005 54(5) ",n
53,Systematic Biology,October 2005 54(5) ,"John J. Wiens, James W. Fetzner, Christopher L. Parkinson, Tod W. Reeder
","Hylid Frog Phylogeny and Sampling Strategies for Speciose Clades
","Syst Biol (2005) 54 (5): 778-807.
doi:10.1080/10635150500234625
","John J. Wiens, James W. Fetzner, Christopher L. Parkinson, Tod W. Reeder
. Hylid Frog Phylogeny and Sampling Strategies for Speciose Clades
. Systematic Biology. October 2005 54(5) ",y,1,10
54,Systematic Biology,October 2005 54(5) ,"Fengrong Ren, Hiroshi Tanaka, Ziheng Yang
","An Empirical Examination of the Utility of Codon-Substitution Models in Phylogeny Reconstruction
","Syst Biol (2005) 54 (6): 936-947.
doi:10.1080/10635150500354688
","Fengrong Ren, Hiroshi Tanaka, Ziheng Yang
. An Empirical Examination of the Utility of Codon-Substitution Models in Phylogeny Reconstruction
. Systematic Biology. October 2005 54(5) ",n
55,Systematic Biology,"December 2005 54(6)
","Philippe Gaubert, W. Chris Wozencraft, Pedro Cordeiro-Estrela, Géraldine Veron
","Mosaics of Convergences and Noise in Morphological Phylogenies: What's in a Viverrid-Like Carnivoran?
","Syst Biol (2005) 54 (6): 865-894.
doi:10.1080/10635150500232769
","Philippe Gaubert, W. Chris Wozencraft, Pedro Cordeiro-Estrela, Géraldine Veron
. Mosaics of Convergences and Noise in Morphological Phylogenies: What's in a Viverrid-Like Carnivoran?
. Systematic Biology. December 2005 54(6)
",n
56,Systematic Biology,"December 2005 54(6)
","Casey W. Dunn, Philip R. Pugh, Steven H. D. Haddock","Molecular Phylogenetics of the Siphonophora (Cnidaria), with Implications for the Evolution of Functional Specialization","
doi:10.1080/10635150500354837
","Casey W. Dunn, Philip R. Pugh, Steven H. D. Haddock. Molecular Phylogenetics of the Siphonophora (Cnidaria), with Implications for the Evolution of Functional Specialization. Systematic Biology. December 2005 54(6)
",y,1,22
57,Systematic Biology,"December 2005 54(6)
","Louise A. Lewis and Paul O. Lewis
","Unearthing the Molecular Phylodiversity of Desert Soil Green Algae (Chlorophyta)
","Syst Biol (2005) 54 (6): 936-947.
doi:10.1080/10635150500354852","Louise A. Lewis and Paul O. Lewis
. Unearthing the Molecular Phylodiversity of Desert Soil Green Algae (Chlorophyta)
. Systematic Biology. December 2005 54(6)
",n,,,"on ISI, only found year:2005, vol:54: page:241 DOI 10.1080/10635150590924208	"
,,,,,,. . . 
58,Journal of Applied Econometrics,"Volume 20, Number 1, 2005
",Bart Cockx and Muriel Dejemeppe,Duration Dependence in the Exit Rate out of Unemployment in Belgium. Is it True or Spurious?,"Journal of Applied Econometrics, Vol. 20, No. 1, 2005, pp. 1-23.
","Bart Cockx and Muriel Dejemeppe. Duration Dependence in the Exit Rate out of Unemployment in Belgium. Is it True or Spurious?. Journal of Applied Econometrics. Volume 20, Number 1, 2005
",y,1,3
59,Journal of Applied Econometrics,"Volume 20, Number 1, 2005
",Robert Sollis,Evidence on Purchasing Power Parity from Univariate Models: The Case of Smooth Transition Trend-Stationarity,"Journal of Applied Econometrics, Vol. 20, No. 1, 2005, pp. 79-98.
","Robert Sollis. Evidence on Purchasing Power Parity from Univariate Models: The Case of Smooth Transition Trend-Stationarity. Journal of Applied Econometrics. Volume 20, Number 1, 2005
",y,1,4
60,Journal of Applied Econometrics,"Volume 20, Number 1, 2005
",Jeffrey M. Wooldridge,"Simple Solutions to the Initial Conditions Problem in Dynamic, Nonlinear Panel Data Models with Unobserved Effects"," Journal of Applied Econometrics, Vol. 20, No. 1, 2005, pp. 39-54.
","Jeffrey M. Wooldridge. Simple Solutions to the Initial Conditions Problem in Dynamic, Nonlinear Panel Data Models with Unobserved Effects. Journal of Applied Econometrics. Volume 20, Number 1, 2005
",y,1,65
61,Journal of Applied Econometrics,"Volume 20, Number 2, 2005
",Fabio Canova,The Transmission of US Shocks to Latin Data,"Journal of Applied Econometrics, Vol. 20, No. 2, 2005, pp. 229-251.
","Fabio Canova. The Transmission of US Shocks to Latin Data. Journal of Applied Econometrics. Volume 20, Number 2, 2005
",y,1,19
62,Journal of Applied Econometrics,"Volume 20, Number 2, 2005
",Vasco M. Carvalho and Andrew C. Harvey,Convergence in the Trends and Cycles of Euro-Zone Income,"Journal of Applied Econometrics, Vol. 20, No. 2, 2005, pp. 275-289.
","Vasco M. Carvalho and Andrew C. Harvey. Convergence in the Trends and Cycles of Euro-Zone Income. Journal of Applied Econometrics. Volume 20, Number 2, 2005
",y,1,5
63,Journal of Applied Econometrics,"Volume 20, Number 2, 2005
",D. Harding and A. R. Pagan,A Suggested Framework for Classifying the Modes of Cycle Research,"Journal of Applied Econometrics, Vol. 20, No. 2, 2005, pp. 151-159.
","D. Harding and A. R. Pagan. A Suggested Framework for Classifying the Modes of Cycle Research. Journal of Applied Econometrics. Volume 20, Number 2, 2005
",y,1,6
64,Journal of Applied Econometrics,"Volume 20, Number 2, 2005
","Chang-Jin Kim, James Morley, and Jeremy Piger",Nonlinearity and the Permanent Effects of Recessions,"Journal of Applied Econometrics, Vol. 20, No. 2, 2005, pp. 291-309.
","Chang-Jin Kim, James Morley, and Jeremy Piger. Nonlinearity and the Permanent Effects of Recessions. Journal of Applied Econometrics. Volume 20, Number 2, 2005
",y,1,11
65,Journal of Applied Econometrics,"Volume 20, Number 2, 2005
",Gert Peersman,What caused the early millennium slowdown? Evidence based on vector autoregressions,"Journal of Applied Econometrics, Vol. 20, No. 2, 2005, pp. 185-207.
","Gert Peersman. What caused the early millennium slowdown? Evidence based on vector autoregressions. Journal of Applied Econometrics. Volume 20, Number 2, 2005
",y,1,24
66,Journal of Applied Econometrics,"Volume 20, Number 2, 2005
","Smets, F. and R. Wouters",Comparing Shocks and Frictions in US and Euro Area Business Cycle: A Bayesian DSGE Approach,"Journal of Applied Econometrics, Vol. 20, No. 2, 2005, pp. 161-183.
","Smets, F. and R. Wouters. Comparing Shocks and Frictions in US and Euro Area Business Cycle: A Bayesian DSGE Approach. Journal of Applied Econometrics. Volume 20, Number 2, 2005
",y,1,43
67,Journal of Applied Econometrics,"Volume 20, Number 3, 2005
",,,,". . Journal of Applied Econometrics. Volume 20, Number 3, 2005
"
68,Journal of Applied Econometrics,"Volume 20, Number 4, 2005
",Christopher R. Bollinger and Martin H. David,"I didn't tell, and I won't tell: Dynamic Response Error in the SIPP
","Journal of Applied Econometrics, Vol. 20, No. 4, 2005, pp. 563-569.
","Christopher R. Bollinger and Martin H. David. I didn't tell, and I won't tell: Dynamic Response Error in the SIPP
. Journal of Applied Econometrics. Volume 20, Number 4, 2005
",y,1,4
69,Journal of Applied Econometrics,"Volume 20, Number 4, 2005
","Sanghamitra Das, Charles F. Manski, and Mark D. Manuszak","Walk or Wait? An Empirical Analysis of Street Crossing Decisions
","Journal of Applied Econometrics, Vol. 20. No. 4, 2005, pp. 529-548.
","Sanghamitra Das, Charles F. Manski, and Mark D. Manuszak. Walk or Wait? An Empirical Analysis of Street Crossing Decisions
. Journal of Applied Econometrics. Volume 20, Number 4, 2005
",y,1,5
